id,respuesta,servicio_monitoreado,reportada,time_log
53,1,sensorVigilant1,0,2022-09-11 22:13:11.909419
54,1,sensorVigilant1,0,2022-09-11 22:13:13.062695
55,1,sensorVigilant1,0,2022-09-11 22:13:14.196747
56,1,sensorVigilant1,0,2022-09-11 22:13:15.363707
57,1,sensorVigilant1,0,2022-09-11 22:13:16.517807
58,1,sensorVigilant1,0,2022-09-11 22:13:17.697485
59,1,sensorVigilant1,0,2022-09-11 22:13:18.857692
60,1,sensorVigilant1,0,2022-09-11 22:13:20.007894
61,1,sensorVigilant1,0,2022-09-11 22:13:21.162747
62,0,SensorVigilant1,1,2022-09-11 22:13:22.318619
63,1,sensorVigilant1,0,2022-09-11 22:13:23.441088
64,1,sensorVigilant1,0,2022-09-11 22:13:24.597712
65,1,sensorVigilant1,0,2022-09-11 22:13:25.729891
66,1,sensorVigilant1,0,2022-09-11 22:13:26.859168
67,1,sensorVigilant1,0,2022-09-11 22:13:27.984946
68,1,sensorVigilant1,0,2022-09-11 22:13:29.120520
69,1,sensorVigilant1,0,2022-09-11 22:13:30.252233
70,1,sensorVigilant1,0,2022-09-11 22:13:31.363931
71,1,sensorVigilant1,0,2022-09-11 22:13:32.507664
72,1,sensorVigilant1,0,2022-09-11 22:13:33.640811
73,1,sensorVigilant1,0,2022-09-11 22:13:34.753023
74,1,sensorVigilant1,0,2022-09-11 22:13:35.887517
75,1,sensorVigilant1,0,2022-09-11 22:13:37.019174
76,1,sensorVigilant1,0,2022-09-11 22:13:38.153169
77,1,sensorVigilant1,0,2022-09-11 22:13:39.274726
78,1,sensorVigilant1,0,2022-09-11 22:13:40.409578
79,0,SensorVigilant1,1,2022-09-11 22:13:41.541911
80,1,sensorVigilant1,0,2022-09-11 22:13:42.698596
81,1,sensorVigilant1,0,2022-09-11 22:13:43.808568
82,1,sensorVigilant1,0,2022-09-11 22:13:44.964328
83,0,SensorVigilant1,1,2022-09-11 22:13:46.115813
84,1,sensorVigilant1,0,2022-09-11 22:13:47.254137
85,1,sensorVigilant1,0,2022-09-11 22:13:48.365131
86,1,sensorVigilant1,0,2022-09-11 22:13:49.520292
87,1,sensorVigilant1,0,2022-09-11 22:13:50.664332
88,1,sensorVigilant1,0,2022-09-11 22:13:51.852350
89,1,sensorVigilant1,0,2022-09-11 22:13:52.964659
90,0,SensorVigilant1,1,2022-09-11 22:13:54.097636
91,1,sensorVigilant1,0,2022-09-11 22:13:55.238961
92,1,sensorVigilant1,0,2022-09-11 22:13:56.364895
93,1,sensorVigilant1,0,2022-09-11 22:13:57.509299
94,1,sensorVigilant1,0,2022-09-11 22:13:58.698432
95,1,sensorVigilant1,0,2022-09-11 22:13:59.843948
96,1,sensorVigilant1,0,2022-09-11 22:14:00.988024
97,1,sensorVigilant1,0,2022-09-11 22:14:02.109864
98,1,sensorVigilant1,0,2022-09-11 22:14:03.254547
99,0,SensorVigilant1,1,2022-09-11 22:14:04.399368
100,1,sensorVigilant1,0,2022-09-11 22:14:05.516602
101,1,sensorVigilant1,0,2022-09-11 22:14:06.655112
102,1,sensorVigilant1,0,2022-09-11 22:14:07.777333
103,1,sensorVigilant1,0,2022-09-11 22:14:08.966843
104,1,sensorVigilant1,0,2022-09-11 22:14:10.086489
105,1,sensorVigilant1,0,2022-09-11 22:14:11.221228
106,1,sensorVigilant1,0,2022-09-11 22:14:12.364547
107,1,sensorVigilant1,0,2022-09-11 22:14:13.502623
108,0,SensorVigilant1,1,2022-09-11 22:14:14.621274
109,1,sensorVigilant1,0,2022-09-11 22:14:15.789389
110,1,sensorVigilant1,0,2022-09-11 22:14:16.953771
111,1,sensorVigilant1,0,2022-09-11 22:14:18.076769
112,1,sensorVigilant1,0,2022-09-11 22:14:19.199414
113,1,sensorVigilant1,0,2022-09-11 22:14:20.325501
114,1,sensorVigilant1,0,2022-09-11 22:14:21.476636
115,1,sensorVigilant1,0,2022-09-11 22:14:22.621384
116,0,SensorVigilant1,0,2022-09-11 22:14:23.749333
